age,gender,marital_status,dependents,education,employment_type,city_tier,residence_type,monthly_income,cibil_score,existing_loans_count,credit_history_length_years,bank_balance,loan_amount,loan_term_months,loan_purpose,debt_to_income_ratio,loan_approved
35,Male,Single,2,Graduate,Salaried,Tier 3,Rented,66000,782,0,8.2,313000,49000,48,Vehicle,0.02,Approved
51,Female,Married,1,Not Graduate,Business Owner,Tier 2,Rented,60000,697,1,9.3,101000,159000,60,Business Expansion,0.059,Approved
58,Female,Single,1,Graduate,Business Owner,Tier 2,Owned,42000,693,1,22.7,46000,343000,84,Medical,0.144,Approved
30,Male,Single,1,Graduate,Salaried,Tier 2,Owned,30000,570,1,4.9,41000,530000,84,Debt Consolidation,0.312,Rejected
27,Male,Married,2,Not Graduate,Unemployed,Tier 2,Rented,12000,587,2,4.6,48000,649000,120,Business Expansion,0.776,Rejected
45,Male,Single,4,Not Graduate,Salaried,Tier 2,Living with Parents,26000,701,1,15.3,70000,207000,120,Medical,0.114,Approved
38,Female,Married,2,Graduate,Salaried,Tier 1,Rented,68000,680,0,15.0,40000,297000,60,Business Expansion,0.097,Approved
45,Male,Married,1,Graduate,Self-Employed,Tier 2,Owned,49000,719,0,8.8,281000,183000,12,Education,0.332,Approved
38,Male,Single,3,Not Graduate,Self-Employed,Tier 3,Owned,19000,661,2,14.4,34000,86000,48,Vehicle,0.119,Rejected
33,Male,Married,1,Graduate,Unemployed,Tier 2,Rented,8000,555,1,6.3,4000,117000,12,Education,1.299,Rejected
33,Male,Married,1,Not Graduate,Salaried,Tier 2,Owned,42000,648,0,7.3,110000,78000,60,Business Expansion,0.041,Approved
38,Female,Married,2,Graduate,Salaried,Tier 1,Owned,43000,672,2,13.8,72000,266000,240,Education,0.068,Approved
33,Female,Single,1,Graduate,Self-Employed,Tier 3,Rented,55000,779,1,8.5,139000,179000,120,Travel,0.047,Approved
45,Male,Single,3,Graduate,Salaried,Tier 3,Rented,19000,721,0,20.8,108000,196000,60,Debt Consolidation,0.229,Approved
23,Female,Married,2,Not Graduate,Salaried,Tier 2,Owned,60000,582,2,1.8,235000,329000,84,Vehicle,0.097,Rejected
45,Female,Single,1,Not Graduate,Salaried,Tier 2,Owned,61000,727,1,16.4,247000,255000,84,Medical,0.074,Approved
21,Male,Single,0,Graduate,Salaried,Tier 2,Rented,21000,616,0,0.0,113000,327000,60,Medical,0.346,Rejected
36,Female,Married,1,Graduate,Salaried,Tier 2,Owned,36000,752,0,6.8,40000,651000,180,Home Renovation,0.217,Approved
32,Male,Single,3,Graduate,Salaried,Tier 3,Living with Parents,68000,718,3,5.1,71000,136000,36,Home Renovation,0.066,Approved
21,Male,Married,1,Graduate,Self-Employed,Tier 1,Owned,69000,630,3,0.0,359000,71000,84,Travel,0.018,Rejected
21,Female,Single,2,Not Graduate,Self-Employed,Tier 2,Owned,42000,620,0,0.0,58000,155000,12,Business Expansion,0.328,Rejected
25,Male,Married,1,Graduate,Salaried,Tier 1,Rented,80000,598,1,2.7,363000,194000,24,Vehicle,0.114,Rejected
35,Female,Married,1,Not Graduate,Salaried,Tier 1,Rented,38000,698,0,10.4,63000,285000,240,Debt Consolidation,0.083,Approved
29,Female,Single,1,Not Graduate,Salaried,Tier 2,Owned,34000,699,1,6.3,106000,339000,60,Wedding,0.222,Approved
25,Male,Single,1,Not Graduate,Salaried,Tier 1,Rented,55000,648,2,3.3,144000,116000,120,Education,0.03,Approved
47,Female,Married,2,Not Graduate,Self-Employed,Tier 2,Owned,96000,731,1,10.1,103000,106000,180,Business Expansion,0.013,Approved
23,Male,Married,1,Graduate,Unemployed,Tier 1,Rented,8000,527,2,1.7,34000,498000,240,Vehicle,0.685,Rejected
41,Male,Married,0,Graduate,Self-Employed,Tier 2,Owned,57000,738,0,13.7,296000,266000,24,Medical,0.22,Approved
26,Female,Single,0,Graduate,Self-Employed,Tier 1,Rented,44000,586,1,4.3,46000,272000,84,Education,0.109,Rejected
24,Female,Single,3,Graduate,Salaried,Tier 2,Rented,79000,588,1,2.6,195000,257000,60,Home Renovation,0.072,Approved
29,Male,Married,0,Graduate,Salaried,Tier 2,Rented,61000,703,1,4.4,40000,240000,60,Education,0.088,Approved
40,Male,Married,2,Graduate,Business Owner,Tier 3,Rented,38000,617,1,13.8,68000,192000,24,Home Renovation,0.238,Rejected
22,Female,Married,1,Not Graduate,Unemployed,Tier 3,Rented,11000,516,0,0.8,21000,144000,120,Debt Consolidation,0.188,Rejected
37,Female,Married,0,Graduate,Salaried,Tier 1,Rented,37000,666,1,7.3,185000,159000,36,Vehicle,0.143,Rejected
26,Female,Married,1,Not Graduate,Salaried,Tier 1,Rented,35000,659,2,3.0,162000,806000,36,Home Renovation,0.765,Rejected
27,Male,Married,3,Not Graduate,Business Owner,Tier 2,Owned,201000,671,1,2.7,1020000,649000,84,Debt Consolidation,0.057,Approved
38,Male,Single,1,Not Graduate,Salaried,Tier 2,Rented,33000,537,1,6.0,31000,383000,36,Debt Consolidation,0.385,Rejected
54,Male,Married,2,Graduate,Business Owner,Tier 1,Rented,69000,762,2,23.7,85000,211000,60,Vehicle,0.068,Approved
26,Female,Married,3,Graduate,Business Owner,Tier 1,Owned,51000,627,0,3.2,111000,308000,36,Vehicle,0.201,Approved
41,Male,Single,2,Graduate,Salaried,Tier 2,Living with Parents,20000,720,4,10.8,92000,93000,120,Medical,0.067,Rejected
32,Male,Married,0,Graduate,Unemployed,Tier 3,Rented,8000,531,1,4.7,5000,399000,240,Wedding,0.549,Rejected
30,Female,Married,1,Graduate,Unemployed,Tier 3,Rented,10000,639,1,3.7,13000,190000,120,Business Expansion,0.273,Rejected
44,Male,Married,0,Not Graduate,Unemployed,Tier 1,Owned,8000,560,2,10.8,26000,222000,48,Wedding,0.731,Rejected
27,Female,Married,0,Graduate,Salaried,Tier 2,Rented,27000,620,0,5.3,17000,233000,24,Business Expansion,0.406,Approved
24,Female,Married,0,Graduate,Salaried,Tier 1,Rented,72000,705,1,2.6,77000,197000,84,Wedding,0.048,Approved
39,Female,Single,3,Not Graduate,Self-Employed,Tier 2,Owned,50000,779,1,14.5,113000,356000,180,Vehicle,0.085,Approved
49,Male,Married,2,Graduate,Salaried,Tier 3,Rented,26000,649,2,9.5,47000,572000,48,Debt Consolidation,0.579,Rejected
41,Male,Married,1,Graduate,Salaried,Tier 3,Living with Parents,25000,792,1,16.0,62000,367000,12,Business Expansion,1.304,Rejected
22,Female,Married,2,Not Graduate,Salaried,Tier 2,Rented,23000,506,1,0.8,107000,229000,24,Travel,0.469,Rejected
29,Female,Single,2,Graduate,Self-Employed,Tier 1,Rented,188000,708,2,6.9,319000,116000,48,Debt Consolidation,0.016,Approved
43,Female,Single,1,Graduate,Salaried,Tier 2,Rented,23000,764,0,12.8,91000,225000,60,Business Expansion,0.218,Approved
49,Male,Married,1,Graduate,Salaried,Tier 3,Owned,56000,673,0,17.1,299000,210000,36,Vehicle,0.125,Approved
37,Female,Married,1,Not Graduate,Salaried,Tier 1,Living with Parents,15000,713,0,10.2,33000,360000,60,Travel,0.534,Approved
29,Female,Married,0,Graduate,Business Owner,Tier 1,Living with Parents,101000,648,1,5.0,78000,149000,240,Business Expansion,0.016,Approved
49,Female,Married,2,Graduate,Self-Employed,Tier 2,Rented,76000,688,1,13.7,302000,129000,12,Medical,0.151,Approved
34,Female,Married,1,Graduate,Salaried,Tier 2,Owned,24000,596,0,5.2,107000,263000,120,Travel,0.157,Rejected
29,Female,Married,0,Graduate,Unemployed,Tier 3,Owned,8000,561,2,5.8,25000,382000,48,Travel,1.257,Rejected
28,Female,Married,2,Graduate,Salaried,Tier 2,Owned,72000,660,0,5.9,206000,241000,84,Business Expansion,0.059,Approved
24,Male,Single,3,Graduate,Self-Employed,Tier 2,Rented,24000,563,0,2.1,111000,392000,240,Medical,0.18,Rejected
60,Male,Married,0,Graduate,Business Owner,Tier 2,Owned,64000,826,0,31.1,179000,102000,48,Travel,0.042,Approved
47,Male,Married,0,Graduate,Business Owner,Tier 3,Rented,28000,678,0,15.9,15000,292000,24,Home Renovation,0.491,Approved
29,Male,Single,3,Graduate,Salaried,Tier 3,Rented,53000,645,0,4.8,286000,102000,120,Home Renovation,0.028,Approved
50,Male,Single,1,Graduate,Business Owner,Tier 3,Owned,112000,746,2,25.8,212000,1089000,36,Vehicle,0.323,Approved
39,Male,Single,1,Not Graduate,Business Owner,Tier 1,Rented,36000,815,0,16.1,138000,491000,180,Wedding,0.164,Approved
39,Male,Married,2,Graduate,Self-Employed,Tier 3,Owned,49000,739,2,12.0,174000,277000,24,Debt Consolidation,0.266,Approved
28,Male,Single,0,Graduate,Salaried,Tier 2,Living with Parents,69000,697,0,3.7,229000,84000,36,Debt Consolidation,0.04,Approved
30,Female,Married,0,Not Graduate,Salaried,Tier 1,Owned,17000,622,0,4.7,32000,96000,240,Education,0.062,Rejected
34,Female,Single,2,Not Graduate,Self-Employed,Tier 1,Owned,96000,694,0,9.1,439000,685000,180,Medical,0.086,Approved
21,Male,Single,1,Graduate,Salaried,Tier 2,Owned,49000,649,0,0.0,91000,110000,36,Education,0.075,Approved
30,Female,Married,0,Graduate,Business Owner,Tier 2,Living with Parents,71000,666,1,8.0,402000,297000,120,Business Expansion,0.06,Approved
35,Male,Single,2,Graduate,Salaried,Tier 3,Rented,12000,686,2,10.2,43000,656000,24,Education,2.573,Rejected
46,Male,Married,0,Graduate,Self-Employed,Tier 2,Rented,66000,858,3,9.9,313000,234000,24,Travel,0.167,Approved
29,Male,Married,2,Not Graduate,Salaried,Tier 1,Owned,45000,598,1,4.1,207000,107000,24,Vehicle,0.112,Approved
42,Male,Married,2,Graduate,Salaried,Tier 2,Rented,21000,694,1,9.1,122000,76000,12,Travel,0.322,Approved
21,Female,Single,2,Not Graduate,Salaried,Tier 1,Owned,74000,649,0,0.0,254000,276000,60,Home Renovation,0.083,Approved
45,Female,Married,3,Graduate,Salaried,Tier 2,Living with Parents,63000,691,3,16.5,51000,113000,48,Wedding,0.047,Approved
26,Male,Married,2,Graduate,Self-Employed,Tier 2,Living with Parents,42000,607,0,1.8,41000,220000,60,Education,0.117,Approved
36,Male,Married,0,Not Graduate,Business Owner,Tier 3,Rented,49000,647,0,8.1,121000,116000,84,Medical,0.042,Approved
38,Male,Married,3,Graduate,Self-Employed,Tier 2,Living with Parents,40000,772,1,11.9,99000,153000,60,Medical,0.085,Approved
36,Male,Married,1,Graduate,Self-Employed,Tier 3,Owned,17000,664,1,6.0,29000,156000,36,Medical,0.305,Rejected
34,Male,Married,0,Not Graduate,Self-Employed,Tier 3,Owned,33000,712,0,10.8,185000,188000,24,Business Expansion,0.268,Approved
23,Male,Married,1,Not Graduate,Salaried,Tier 2,Owned,78000,630,0,0.8,242000,141000,84,Education,0.032,Approved
26,Female,Married,3,Not Graduate,Salaried,Tier 2,Owned,78000,664,3,3.3,426000,261000,36,Business Expansion,0.111,Rejected
43,Female,Single,2,Graduate,Salaried,Tier 2,Living with Parents,25000,705,2,18.8,20000,400000,36,Debt Consolidation,0.531,Rejected
29,Male,Single,1,Graduate,Self-Employed,Tier 1,Owned,63000,647,2,2.9,152000,177000,84,Home Renovation,0.05,Approved
34,Female,Single,1,Not Graduate,Salaried,Tier 3,Living with Parents,33000,674,0,4.7,82000,257000,48,Wedding,0.205,Approved
21,Male,Single,0,Graduate,Salaried,Tier 3,Rented,42000,687,0,0.0,30000,125000,36,Debt Consolidation,0.099,Approved
42,Male,Single,1,Not Graduate,Self-Employed,Tier 1,Owned,57000,648,1,10.8,232000,86000,120,Education,0.022,Approved
23,Male,Married,1,Graduate,Unemployed,Tier 3,Owned,12000,559,1,1.4,15000,280000,120,Home Renovation,0.335,Rejected
43,Female,Single,2,Graduate,Self-Employed,Tier 1,Owned,44000,718,1,13.7,106000,372000,240,Travel,0.093,Approved
25,Female,Married,0,Not Graduate,Business Owner,Tier 3,Owned,74000,688,2,1.9,436000,70000,48,Debt Consolidation,0.025,Approved
44,Female,Single,2,Graduate,Self-Employed,Tier 1,Rented,41000,737,0,15.4,230000,208000,12,Debt Consolidation,0.451,Approved
35,Male,Single,0,Graduate,Salaried,Tier 3,Rented,36000,704,1,8.0,70000,285000,60,Debt Consolidation,0.176,Approved
29,Female,Single,0,Graduate,Self-Employed,Tier 2,Rented,64000,716,1,4.1,143000,261000,12,Wedding,0.362,Approved
49,Male,Single,4,Graduate,Business Owner,Tier 2,Rented,57000,690,1,14.8,198000,154000,240,Wedding,0.03,Approved
34,Female,Married,0,Graduate,Salaried,Tier 1,Owned,14000,717,1,6.7,29000,226000,24,Business Expansion,0.76,Rejected
31,Male,Married,1,Graduate,Salaried,Tier 1,Owned,59000,669,1,6.1,265000,383000,180,Travel,0.078,Approved
43,Male,Single,0,Graduate,Salaried,Tier 1,Living with Parents,73000,749,1,11.6,264000,131000,240,Wedding,0.02,Approved
21,Female,Married,0,Not Graduate,Salaried,Tier 3,Owned,38000,568,1,0.0,118000,558000,120,Business Expansion,0.211,Rejected
21,Female,Married,3,Graduate,Business Owner,Tier 1,Owned,105000,663,3,0.0,605000,96000,24,Wedding,0.043,Approved
45,Male,Married,0,Not Graduate,Salaried,Tier 2,Rented,76000,724,0,10.4,129000,376000,60,Wedding,0.11,Approved
27,Female,Married,0,Graduate,Salaried,Tier 3,Living with Parents,22000,623,2,2.6,115000,227000,48,Travel,0.272,Rejected
42,Male,Married,1,Graduate,Business Owner,Tier 3,Living with Parents,16000,733,0,9.9,72000,161000,120,Travel,0.144,Approved
35,Female,Married,0,Graduate,Salaried,Tier 1,Owned,26000,675,3,12.4,42000,73000,36,Business Expansion,0.093,Approved
24,Female,Married,2,Not Graduate,Self-Employed,Tier 3,Rented,37000,638,0,1.3,56000,449000,48,Home Renovation,0.32,Approved
40,Female,Single,1,Not Graduate,Business Owner,Tier 1,Owned,88000,635,0,10.8,324000,125000,60,Debt Consolidation,0.032,Approved
31,Male,Single,2,Not Graduate,Salaried,Tier 2,Living with Parents,37000,620,1,8.5,35000,216000,12,Debt Consolidation,0.519,Rejected
25,Male,Married,0,Graduate,Self-Employed,Tier 2,Owned,21000,638,1,1.2,66000,291000,60,Debt Consolidation,0.308,Approved
25,Male,Married,2,Graduate,Salaried,Tier 1,Owned,59000,610,1,2.7,139000,916000,36,Wedding,0.516,Rejected
21,Female,Married,1,Not Graduate,Salaried,Tier 1,Living with Parents,50000,694,0,0.0,259000,177000,60,Education,0.079,Approved
38,Male,Married,3,Not Graduate,Salaried,Tier 2,Living with Parents,44000,659,1,6.8,166000,227000,24,Debt Consolidation,0.243,Approved
26,Male,Single,2,Not Graduate,Salaried,Tier 2,Rented,109000,611,0,3.9,438000,282000,36,Home Renovation,0.086,Approved
34,Male,Married,1,Graduate,Unemployed,Tier 3,Owned,13000,535,1,8.9,30000,236000,60,Wedding,0.404,Rejected
33,Male,Married,0,Not Graduate,Unemployed,Tier 2,Rented,9000,574,0,9.5,15000,139000,60,Home Renovation,0.344,Rejected
26,Female,Single,1,Graduate,Business Owner,Tier 3,Living with Parents,19000,665,1,1.7,66000,536000,24,Home Renovation,1.328,Rejected
21,Male,Married,0,Graduate,Salaried,Tier 2,Rented,84000,599,0,0.0,478000,167000,48,Medical,0.052,Rejected
57,Female,Married,1,Graduate,Unemployed,Tier 3,Owned,8000,603,1,13.9,30000,291000,60,Home Renovation,0.809,Rejected
34,Male,Single,0,Graduate,Self-Employed,Tier 2,Owned,38000,643,0,11.5,23000,193000,24,Medical,0.239,Approved
51,Male,Married,1,Not Graduate,Salaried,Tier 3,Living with Parents,17000,702,2,24.8,99000,153000,60,Travel,0.2,Approved
45,Male,Single,0,Not Graduate,Self-Employed,Tier 1,Rented,44000,659,0,15.4,224000,412000,36,Vehicle,0.311,Approved
32,Male,Married,2,Not Graduate,Salaried,Tier 2,Rented,38000,660,1,6.8,204000,257000,180,Travel,0.081,Approved
36,Male,Single,1,Not Graduate,Salaried,Tier 1,Owned,24000,733,1,6.8,72000,59000,36,Medical,0.082,Approved
36,Female,Married,3,Graduate,Business Owner,Tier 1,Rented,16000,647,3,6.4,87000,263000,120,Vehicle,0.236,Rejected
51,Male,Married,4,Not Graduate,Self-Employed,Tier 2,Living with Parents,26000,682,1,13.2,50000,151000,60,Vehicle,0.129,Rejected
42,Female,Single,3,Graduate,Salaried,Tier 2,Owned,19000,720,2,15.5,93000,85000,84,Vehicle,0.079,Approved
27,Male,Married,1,Not Graduate,Salaried,Tier 1,Rented,30000,586,2,4.1,116000,390000,180,Medical,0.156,Rejected
38,Male,Married,2,Not Graduate,Business Owner,Tier 2,Owned,43000,700,2,10.2,247000,139000,120,Home Renovation,0.046,Approved
42,Female,Single,2,Not Graduate,Self-Employed,Tier 2,Owned,102000,705,0,16.8,217000,257000,24,Wedding,0.119,Approved
24,Male,Single,2,Graduate,Salaried,Tier 1,Rented,36000,704,0,1.0,42000,382000,240,Business Expansion,0.117,Approved
39,Male,Married,2,Not Graduate,Salaried,Tier 2,Living with Parents,30000,729,0,5.8,133000,190000,24,Vehicle,0.298,Approved
47,Male,Married,2,Graduate,Salaried,Tier 2,Rented,38000,615,2,20.6,225000,255000,36,Wedding,0.223,Rejected
27,Male,Single,2,Graduate,Unemployed,Tier 1,Owned,18000,574,0,3.3,23000,146000,60,Travel,0.18,Rejected
28,Female,Single,2,Not Graduate,Salaried,Tier 3,Owned,44000,579,0,4.9,47000,426000,240,Home Renovation,0.107,Approved
45,Male,Single,1,Graduate,Salaried,Tier 2,Living with Parents,14000,733,2,13.0,40000,197000,60,Vehicle,0.313,Rejected
31,Female,Married,4,Not Graduate,Salaried,Tier 3,Owned,18000,587,2,5.6,80000,303000,180,Vehicle,0.202,Rejected
26,Female,Single,1,Graduate,Business Owner,Tier 1,Living with Parents,115000,695,0,1.6,435000,542000,240,Vehicle,0.052,Approved
42,Male,Married,2,Graduate,Self-Employed,Tier 3,Owned,27000,732,0,13.0,153000,72000,84,Vehicle,0.047,Approved
40,Female,Married,1,Not Graduate,Self-Employed,Tier 1,Living with Parents,94000,618,0,6.1,465000,146000,60,Medical,0.035,Approved
35,Male,Single,0,Graduate,Salaried,Tier 2,Living with Parents,60000,747,0,7.2,219000,198000,48,Medical,0.087,Approved
45,Female,Married,0,Graduate,Salaried,Tier 1,Owned,15000,738,0,9.2,37000,237000,36,Education,0.525,Approved
45,Male,Single,2,Graduate,Unemployed,Tier 3,Rented,8000,561,1,10.3,41000,318000,60,Wedding,0.884,Rejected
34,Female,Married,2,Graduate,Unemployed,Tier 2,Owned,8000,625,1,11.0,25000,457000,12,Wedding,5.075,Rejected
52,Male,Single,3,Not Graduate,Unemployed,Tier 1,Owned,16000,585,0,27.3,85000,140000,36,Travel,0.291,Rejected
49,Male,Married,1,Graduate,Unemployed,Tier 1,Rented,11000,671,1,9.0,42000,195000,48,Education,0.467,Rejected
21,Female,Married,1,Not Graduate,Business Owner,Tier 1,Rented,56000,626,1,0.0,246000,431000,180,Medical,0.092,Approved
25,Female,Single,1,Not Graduate,Self-Employed,Tier 1,Owned,56000,579,0,3.2,42000,269000,48,Education,0.126,Rejected
21,Male,Single,0,Graduate,Business Owner,Tier 2,Rented,47000,698,6,0.0,280000,79000,36,Vehicle,0.056,Rejected
32,Male,Single,0,Not Graduate,Self-Employed,Tier 2,Owned,43000,731,2,6.5,200000,75000,120,Medical,0.025,Approved
24,Female,Single,0,Graduate,Salaried,Tier 3,Owned,9000,620,0,1.6,33000,164000,240,Vehicle,0.201,Rejected
27,Female,Married,1,Graduate,Salaried,Tier 3,Rented,27000,637,2,4.2,93000,306000,120,Education,0.163,Rejected
44,Female,Married,2,Graduate,Unemployed,Tier 2,Rented,8000,587,0,9.4,30000,303000,24,Wedding,1.783,Rejected
21,Female,Married,1,Graduate,Salaried,Tier 1,Rented,28000,643,0,0.0,21000,129000,36,Home Renovation,0.153,Approved
36,Female,Married,2,Not Graduate,Business Owner,Tier 2,Rented,33000,683,1,13.3,83000,327000,60,Business Expansion,0.22,Rejected
36,Female,Married,4,Not Graduate,Salaried,Tier 2,Living with Parents,16000,712,1,11.9,16000,256000,24,Debt Consolidation,0.753,Rejected
34,Male,Married,1,Graduate,Salaried,Tier 2,Rented,50000,679,0,6.9,73000,115000,60,Home Renovation,0.051,Approved
36,Male,Married,1,Not Graduate,Salaried,Tier 2,Owned,21000,724,1,5.1,49000,153000,36,Debt Consolidation,0.242,Rejected
21,Female,Single,2,Not Graduate,Salaried,Tier 3,Rented,30000,531,0,0.0,126000,68000,60,Business Expansion,0.05,Rejected
27,Female,Single,1,Graduate,Salaried,Tier 3,Rented,25000,671,0,2.0,140000,108000,84,Vehicle,0.076,Approved
48,Male,Married,0,Not Graduate,Salaried,Tier 1,Rented,45000,725,3,8.1,267000,71000,120,Business Expansion,0.023,Approved
24,Male,Married,3,Graduate,Business Owner,Tier 1,Rented,103000,659,1,1.4,477000,87000,120,Home Renovation,0.012,Approved
49,Female,Married,1,Not Graduate,Salaried,Tier 3,Owned,21000,784,0,20.9,42000,602000,120,Vehicle,0.411,Approved
22,Male,Single,1,Graduate,Salaried,Tier 3,Owned,30000,672,2,0.8,68000,173000,24,Education,0.271,Approved
21,Male,Married,1,Not Graduate,Salaried,Tier 1,Rented,71000,619,1,0.0,155000,76000,240,Medical,0.012,Approved
26,Male,Single,1,Graduate,Self-Employed,Tier 2,Owned,48000,605,3,2.9,245000,282000,120,Wedding,0.084,Rejected
45,Male,Single,1,Graduate,Self-Employed,Tier 2,Rented,29000,609,0,7.4,138000,261000,24,Vehicle,0.424,Rejected
30,Male,Single,1,Graduate,Self-Employed,Tier 2,Rented,19000,660,1,4.6,16000,247000,84,Debt Consolidation,0.229,Rejected
38,Male,Single,2,Graduate,Salaried,Tier 1,Rented,32000,726,1,6.0,103000,130000,48,Medical,0.107,Approved
35,Male,Married,2,Not Graduate,Salaried,Tier 3,Rented,35000,720,1,6.0,141000,319000,48,Medical,0.24,Approved
34,Female,Single,1,Graduate,Self-Employed,Tier 2,Owned,43000,649,0,4.4,25000,114000,84,Debt Consolidation,0.047,Approved
46,Male,Married,1,Not Graduate,Business Owner,Tier 1,Living with Parents,89000,775,2,21.0,335000,354000,24,Vehicle,0.187,Approved
41,Female,Married,1,Not Graduate,Salaried,Tier 2,Rented,33000,742,0,14.5,187000,374000,240,Wedding,0.125,Approved
24,Female,Single,0,Not Graduate,Salaried,Tier 2,Rented,26000,674,1,1.7,20000,211000,60,Wedding,0.181,Approved
32,Male,Single,1,Graduate,Salaried,Tier 3,Owned,14000,643,1,9.4,20000,91000,60,Medical,0.145,Approved
50,Female,Married,1,Not Graduate,Salaried,Tier 1,Owned,26000,707,0,12.3,28000,356000,48,Home Renovation,0.361,Approved
37,Male,Married,2,Not Graduate,Self-Employed,Tier 3,Rented,20000,683,0,14.0,51000,155000,60,Travel,0.172,Approved
